ORGANISME,ANNÉE ATTRIBUTION,TYPE D'AIDE,BÉNÉFICIARE,DESCRIPTION PROJET;MONTANT ATTRIBUÉ
SPEDIDAM,2016,diffusion du spectacle vivant,COMPAGNIE LES BIJOUX INDISCRETS,Présences Féminines ouvre sur un monde qui a été longtemps marginal; caché; oublié; parfois nié; souvent méprisé et sous-estimé; un monde pourtant riche et bien réel : celui de la création musicale,7 000.09
SPEDIDAM,2016,diffusion du spectacle vivant,JAZZ DANS LE BOCAGE,Le festival Jazz dans le Bocage a pour ambition; au-delà de la découverte de notre territoire; de proposer des moments de plaisir; d'émotions musicales partagées dans une ambiance de fête. Nous avon,7 000.21
SPEDIDAM,2016,diffusion du spectacle vivant,JAZZ MAINE,L'association Jazz Maine organisera; du vendredi 13 au lundi 16 mai 2016 la 7e édition du festival 'Bouche à Oreille'. La ligne artistique      L''association souhaite; à travers le festival;       ,8 000.23
SPEDIDAM,2016,diffusion du spectacle vivant,Des Rares Talents,Basée à Montreuil; l'association Rares Talents fonctionne comme un réseau d'artistes de divers horizons et de professionnels; tous réunis dans le but de promouvoir les nouveaux talents et d'accompag,7 500.24
SPEDIDAM,2016,diffusion du spectacle vivant,Ailleur5,PRESENTATION DE LA PROCHAINE EDITION DU FESTIVAL :  Dates :  26 juillet au 8 août 2016 Lieu : Villelongue-Dels-Monts et villes du département Directeur artistique : Pujuila Florent.   Projet : La 5é,9 000.03
SPEDIDAM,2016,diffusion du spectacle vivant,Musiciens contre idées noires,Proposé par Le Centre Culturel Le Tobbgan et l'association Musicien contre Idées Noires; le Festival International de Cross Opéra présente sa première édition les 18;19;20 février 2016 à Décines (69,8 000.30
SPEDIDAM,2016,diffusion du spectacle vivant,CARUG,L'histoire du jazz en Gâtine est ancienne. Les premières programmations remontent à la fin des années 70. Un festival de Jazz nommé 'Jazz au fil de l'eau' a existé pendant plus de 20 ans à Parthenay,7 000.01
SPEDIDAM,2016,diffusion du spectacle vivant,ARPEGES ET TREMOLOS,Le festival Les ptits bouchons à Gaillac (Tarn) a su s'imposer comme un rendez-vous incontournable de la chanson francophone dans la région Midi-Pyrénées.Plus d'une vingtaine d'artistes seront prése,5 500.27
SPEDIDAM,2016,diffusion du spectacle vivant,NEUVIL' EN JAZZ,FESTIVAL NEUVIL'EN JAZZ 2016  PROGRAMMATION  SAMEDI 2  JUILLET Prélude avec Groovin' 5TET  Chabournay en avant-première du festival   JEUDI 21 JUILLET Soirée d'ouverture gratuite au Neuvil en Jazz V,7 500.25
SPEDIDAM,2016,diffusion du spectacle vivant,Office Municipal de la Culture de Chemillé,Le Camilliacus Jazz Festival fêtera ses 20 ans du 12 au 19 juin 2016 !   Le Festival présente à un large public des artistes interprètes et compositeurs régionaux; nationaux voire internationaux; da,8 000.29
SPEDIDAM,2016,diffusion du spectacle vivant,GLOBAL'ART,Le thème du festival (fusionner le Jazz avec la culture gastronomique festive locale des rias Aven-Belon) apporte une ambiance conviviale entre les artistes; les spectateurs et les bénévoles. L'ouve,8 900.31
SPEDIDAM,2016,diffusion du spectacle vivant,UNIVERSITE MUSICALE HOURTIN MEDOC,ACADEMIE INTERNATIONALE DE MUSIQUE HOURTIN MEDOC 20ème ANNIVERSAIRE 16 au 25 avril 2016 Festival de musique de chambre  « La musique de chambre est comme une conversation intime entre quelques perso,6 300.35
SPEDIDAM,2016,diffusion du spectacle vivant,DIVERTIMENTO (26),Le festival 2016 offrira 4 concerts à St Paul Trois Châteaux; 2 soirées au château de Suze la Rousse; et une animation à Montélimar. Le festival débutera brillamment par un spectacle lyrique 'Bohème,7 000.21
SPEDIDAM,2016,diffusion du spectacle vivant,Nuits et Jours de Querbes, Le projet 2016 vise à conforter le nouveau départ du festival; désormais installé de façon résolue dans le bourg d'Asprières. Sur le plan musical; la programmation offrira un choix très large; afin,5 500.16
SPEDIDAM,2016,diffusion du spectacle vivant,PRINTIVAL,Des moments forts de rencontres humaines et artistique à découvrir; à déguster à l'année….  Tout au long de l'année nous menons des actions auprès du public sur le territoire; les Printi' à la maiso,7 000.24
SPEDIDAM,2016,diffusion du spectacle vivant,FESTIVAL ARS TERRA,L'édition 2016 se déroulera du 17 au 22 juillet 2016 avec 8 concerts dans 7 lieux différents. Il accueillera 24 musiciens et comédiens. Depuis 17 ans; le festival se donne pour objectif de permettre,7 500.23
SPEDIDAM,2016,diffusion du spectacle vivant,TRADENVIE,TRAD''ENVIE se veut le reflet de rencontres diverses et variées autour des pratiques musicales en musiques traditionnelles et populaires.D'année en année; le projet demeure; même s'il subit quelques,7 000.11
SPEDIDAM,2016,diffusion du spectacle vivant,FESTIVAL EST OUEST,Créé en 2012; le Festival Les Espiègleries a connu un grand succès dès sa première édition au regard du basin de population du territoire rural sur lequel il est implant (près de 5800personnes) et e,8 000.12
SPEDIDAM,2016,diffusion du spectacle vivant,Comité des fêtes de Richelieu,La 10e édition du Festival de Musique de Richelieu (Indre-et-Loire) aura lieu cette année du 24 juillet au 7 août 2016. Si le piano demeure l'instrument phare du festival; avec 3 récitals de piano;,7 000.08
SPEDIDAM,2016,diffusion du spectacle vivant,MIRR,Le Collectif MiRR depuis sa création a développé une activité importante dont les objectifs sont clairs : soutenir et promouvoir des artistes interprètes de talent sous forme d'ensembles; entretenir,6 600.04
SPEDIDAM,2016,diffusion du spectacle vivant,LE BRUIT DE LA MUSIQUE,Le Bruit de la Musique #4 / Festival d'aventures sonores et artistiques  La programmation rassemble chaque année autour des musiques contemporaines écrites et improvisées des musicien-nes issus de d,6 800.06
SPEDIDAM,2016,diffusion du spectacle vivant,SONIC PROTEST,La 12e édition du Festival Sonic Protest se déroulera du 2 au 15 avril 2016. Fans de musiques expérimentales; scolaires; étudiants; grand public; Sonic Protest entend s'adresser à tous pour présente,8 000.56
SPEDIDAM,2016,diffusion du spectacle vivant,Son ar Mein,Après le succès des contes en 2015; nous proposons un autre thème fédérateur à la polysémie pleine de promesses : Jeux. Tout d'abord clin d'oeil aux événements sportifs de l'été; évoqués lors d'un co,8 000.42
SPEDIDAM,2016,diffusion du spectacle vivant,Au-delà du Temps,La 5ème édition des 'Rencontres de lutherie & musiques médiévales' se tiendra du 2 au 7 mai 2016 dans la Cité historique de Largentière. Le but premier de notre festival est de rassembler dans un mê,7 000.44
SPEDIDAM,2016,diffusion du spectacle vivant,CIMO & TO,19ÈME EDITION DES JOUTES   13-14-15 MAI 2016 Les Joutes musicales sont la vitrine des créations du Chantier; centre de création des nouvelles musiques traditionnelles et musiques du monde. Elles se,7 800.47
SPEDIDAM,2016,diffusion du spectacle vivant,ARTE & ART,Pour la huitième édition de Jazz à Louviers; le festival se développe et conserve l'esprit qui fait son succès depuis 8 ans. Nous conjuguons les pratiques amateurs; les musiciens régionaux; français,9 000.54
SPEDIDAM,2016,diffusion du spectacle vivant,ART EN LIBERTE,Depuis quelques années la SPEDIDAM nous accorde un soutien significatif envers notre association « art en liberté ». Nous faisons chaque année un travail remarqué par le public pour développer notre,7 000.53
SPEDIDAM,2016,diffusion du spectacle vivant,Festival des Forêts,Une 24ème édition sur le thème de 'l'Océan' du 21 juin au 17 juillet 2016. Sous des formes différentes; ils concrétisent le même projet artistique; basé sur la rencontre de la musique classique; de,8 000.51
SPEDIDAM,2016,diffusion du spectacle vivant,MUSICANCY,Tous styles de musique,7 000.52
SPEDIDAM,2016,diffusion du spectacle vivant,Société littéraire et artistique du Cap Sizun,Très heureux du succès remporté par leurs concerts de Pont-Croix l'été passé; les jeunes solistes en résidence à la fondation Singer-Polignac ont choisi d'ajouter un concert à leur festival prochain,8 000.30
SPEDIDAM,2016,diffusion du spectacle vivant,CONNAISSANCE DES JEUNES INTERPRETES,Connaissance des Jeunes Interprètes; association implantée en milieu rural; organise des concerts de musique de chambre tout au long de l'année afin que la population locale puisse bénéficier de l'a,8 000.28
SPEDIDAM,2016,diffusion du spectacle vivant,Festival International de Musique de Wissembourg,Depuis 2005; le Festival de Musique de Wissembourg organise des concerts de musique classique de très haut niveau dans une région culturellement isolée (Alsace du nord). Ces concerts sont un évèneme,8 000.26
SPEDIDAM,2016,diffusion du spectacle vivant,Cantica Sacra Rocamadour,Festival de Rocamadour 2016 — 11ème édition Grâce à une dixième édition couronnée de succès; le festival de Rocamadour a trouvé son public et gagné son pari : donner à ce grand site une manifestation,8 000.41
SPEDIDAM,2016,diffusion du spectacle vivant,MUSIQUES EN SCENE (64),En 6 édition; le festival de Biarritz s'est imposé comme un des évènements culturels incontournables de l'été au pays Basque. Au niveau national; le festival s'est fait un nom dans le classique; grâ,9 000.40
SPEDIDAM,2016,diffusion du spectacle vivant,RENAISSANCE DES ORGUES D'AMBOISE,Le Projet concerne le 34ème Festival Estival de Musique d'Amboise du 4 août 2016 2016 au 12 août 2016 comprenant 6 concerts. Toutes ces manifestations se dérouleront dans l'église Saint Denis d'Ambo,5 180.35
SPEDIDAM,2016,diffusion du spectacle vivant,ART'RIEGE,Le projet de notre Festival est conduit par la volonté de rapprocher l'offre culture du plus grans nombre : de l'amateur éclairé au public le plus éloigné de l'art; culturellement;économiquement ou,7 300.53
SPEDIDAM,2016,diffusion du spectacle vivant,Festival de bigband de Pertuis,Depuis 1999 notre association a mis en place un festival de Big Bands.Il existe beaucoup de festivalde Jazz; mais peu ou aucun réservés uniquement aux grandes formations de Jazz. Cette manifestation,7 580.56
SPEDIDAM,2016,diffusion du spectacle vivant,FANPHANT MUSIC,C'est déjà la sixième année que le Festival Jazz Métis éclaire le mois de septembre montreuillois de sa programmation originale mêlant jazz et musiques ethniques.Cinq premières années déjà; riches e,5 400.43
SPEDIDAM,2016,diffusion du spectacle vivant,La Main Harmonique,La programmation exigeante dans une atmosphère conviviale du Festival Musique en Chemin permet à un public éclectique d'apprécier des oeuvres de répertoires variés et de découvrir des artistes en dév,6 450.46
SPEDIDAM,2016,diffusion du spectacle vivant,AU COIN DE L'OREILLE,Le festival itinérant 'Les Estivales de Saône' est organisé par l'association Au Coin de l'Oreille depuis 1997. Il est né d'une idée simple : organiser sur une période d'été plusieurs concerts de mu,8 500.44
SPEDIDAM,2016,diffusion du spectacle vivant,ARTS ET MUSIQUES EN MONTAGNE,Les 25e Musicales Guil Durance - 18 juillet au 7 août 2016 Territoire  : 8 communes du canton de Guillestre   Objectif : L'objectif de l'association est de participer à l'action culturelle estivale,5 500.67
SPEDIDAM,2016,diffusion du spectacle vivant,Les Chèvres Musicales,La 9ème édition du festival Musique à la Ferme aura lieu du 18 au 26 juillet 2016 à Lançon-Provence. L'exploitation agricole de la famille Honnoré accueillera la plupart des concerts au sein même de,6 000.61
SPEDIDAM,2016,diffusion du spectacle vivant,Les Suds à Arles,La 21ème édition des SUDS; à ARLES se déroulera du 11 au 17 juillet 2016. De 10h à 4h du matin; 7 jours durant; nous proposons 35 concerts et autant de temps de rencontres avec les 280 musiciens que,7 000.63
SPEDIDAM,2016,diffusion du spectacle vivant,Baroque et Plus,Du 2 juin au 2 juillet; LA TOUR PASSAGÈRE s'installe une nouvelle fois en bord de Saône. L'occasion de venir flâner sur les quais de Saône réaménagés; de profiter du soleil couchant dans le s,9 000.60
SPEDIDAM,2016,diffusion du spectacle vivant,ONDINE,La 16ème édition de Musiciennes à Ouessant dédié à la compositrice contemporaine Florentine Mulsant se déroulera du 7 au 11 août 2016 sur l'île d'Ouessant ainsi qu'au Conquet et sur l'île de Molène.,5 693.62
SPEDIDAM,2016,diffusion du spectacle vivant,ART ET CULTURE A POMMIERS,Le village de Pommiers possède des atouts architecturaux qui se prêtent à l'organisation de concerts de haut niveau : Prieuré; église romane à l'acoustique remarquable; Le silence dans tout le vieux,9 000.37
SPEDIDAM,2016,diffusion du spectacle vivant,ANIS TRIO,La Guinguette Buissonnière - Du 26 juillet au 14 août 2016 - 6è édition La Guinguette Buissonnière; festival itinérant et acoustique; est un fort moment de convivialité et de partage. Elle rayonne s,8 000.42
SPEDIDAM,2016,diffusion du spectacle vivant,RENCONTRES DE BELAYE,Une semaine autour du viloloncelle dans le village médiéval de Bélaye; dans le Lot; du 5 au 12août 2016.14 musiciens4 concerts payants - 6 après-midi de séminaire public2 ateliers enfants le mardi 9,6 500.25
SPEDIDAM,2016,diffusion du spectacle vivant,Rencontres Musicales de Haute-Provence,Le Conte – La musique – l'ineffable Les univers féériques de Schumann; Janacek; Smetana côtoieront les épigraphes de Debussy et l'évocation tzigane de Ravel. Les ‘souvenirs' de Tchaikovsky feront éc,6 000.28
SPEDIDAM,2016,diffusion du spectacle vivant,Les Rencontres Musicales du Malzieu,Les Rencontres Musicales du Malzieu sont nées de la volonté de trois musiciens de proposer un échange et un partage de la musique classique avec le public; en créant notamment des interactions avec,6 000.20
SPEDIDAM,2016,diffusion du spectacle vivant,Mouissaline Prod,Créé en 2009 par des musiciens attachés à leurs racines; La Londe Jazz Festival a pour vocation de faire découvrir au plus grand nombre l'ensemble des courants de la scène Jazz actuelle avec comme p,8 000.32
SPEDIDAM,2016,diffusion du spectacle vivant,Les rendez-vous de la Chaize,Le projet des Rendez-Vous de la Chaize est d'inviter des artistes de très haut niveau et de grande renommée à jouer dans un petit bourg d'environ 1000 habitants éloignés des grandes salle de concert,7 000.33
SPEDIDAM,2016,diffusion du spectacle vivant,MUSIQUE ENVOL,OBJECTIFS : Créer un évènement culturel de référence pour la région du Pays Beaujolais des Pierres Dorées. Inventer une approche vivante et dédramatisée du concert pour un public assez éloigné des s,6 240.46
